"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2012","11.770","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2011","11.347","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2010","11.154","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2009","11.011","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2008","10.955","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2007","10.781","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2006","10.673","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2005","10.542","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2004","10.207","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2003","10.047","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2002","9.887","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2001","9.691","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","2000","9.504","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1999","9.393","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1998","9.208","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1997","8.998","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1996","8.753","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1995","8.673","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1994","8.674","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1993","8.378","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1992","8.239","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1991","8.237","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1990","8.129","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1989","7.998","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1988","7.917","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1987","7.783","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1986","7.610","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1985","7.393","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1984","7.228","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1983","7.010","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1982","6.822","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1981","6.601","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1980","6.490","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1979","6.198","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1978","6.020","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1977","5.804","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1976","5.523","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1975","5.220","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1974","4.913","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1973","4.763","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1972","4.544","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1971","4.365","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle East & North Africa (IDA & IBRD)","TMN","1970","4.408","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2022","12.832","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2021","12.636","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2020","12.510","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2019","12.332","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2018","12.218","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2017","12.312","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2016","12.312","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2015","12.142","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2014","12.051","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2013","11.903","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2012","11.587","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2011","11.330","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2010","11.095","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2009","10.862","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2008","10.704","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2007","10.493","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2006","10.282","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2005","10.067","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2004","9.851","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2003","9.640","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2002","9.254","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2001","9.053","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","2000","8.923","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1999","8.722","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1998","8.555","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1997","8.484","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1996","8.357","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1995","8.231","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1994","8.156","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1993","8.077","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1992","7.967","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1991","7.871","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1990","7.791","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1989","7.773","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1988","7.771","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1987","7.648","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1986","7.607","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1985","7.440","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1984","7.286","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1983","7.174","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1982","7.040","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1981","6.986","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1980","6.907","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1979","6.939","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1978","6.955","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1977","6.858","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1976","6.620","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1975","6.424","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1974","6.138","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1973","6.033","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1972","5.841","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1971","5.751","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Middle income","MIC","1970","5.773","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2022","17.257","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2021","17.197","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2020","17.249","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2019","17.268","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2018","17.248","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2017","17.266","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2016","17.270","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2015","17.278","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2014","17.250","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2013","17.247","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2012","17.183","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2011","17.088","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2010","17.029","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2009","16.986","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2008","16.925","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2007","16.867","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2006","16.853","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2005","16.783","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2004","16.700","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2003","16.612","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2002","16.524","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2001","16.445","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","2000","16.365","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1999","16.281","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1998","16.499","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1997","16.522","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1996","16.450","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1995","16.574","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1994","16.500","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1993","16.430","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1992","16.595","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1991","16.099","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1990","16.089","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1989","16.066","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1988","15.966","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1987","15.515","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1986","15.361","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1985","15.197","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1984","15.270","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1983","15.149","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1982","15.220","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1981","14.775","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","North America","NAC","1980","14.914","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2022","17.064","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2021","17.044","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2020","16.987","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2019","16.946","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2018","16.877","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2017","16.855","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2016","16.790","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2015","16.692","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2014","16.619","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2013","16.553","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2012","16.136","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2011","16.052","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2010","15.958","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2009","15.789","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2008","15.652","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2007","15.564","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2006","15.459","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2005","15.362","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2004","15.206","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2003","15.148","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2002","15.006","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2001","14.851","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","2000","14.716","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1999","14.583","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1998","14.532","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1997","14.357","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1996","14.193","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1995","14.068","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1994","13.894","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1993","13.646","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1992","13.466","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1991","13.257","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1990","13.126","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1989","13.050","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1988","12.997","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1987","12.870","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1986","12.789","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1985","12.607","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1984","12.569","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1983","12.466","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1982","12.348","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1981","12.196","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1980","12.122","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1979","11.777","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1978","11.764","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1977","11.689","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1976","11.510","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1975","11.312","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1974","11.089","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1973","11.014","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1972","10.723","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1971","10.684","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","OECD members","OED","1970","10.732","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2017","11.835","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2016","11.686","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2015","11.627","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2014","11.491","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2013","11.389","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2012","11.295","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2011","11.114","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2010","11.045","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2009","10.923","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2008","10.733","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2007","10.591","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2006","10.434","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2005","10.261","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2004","10.148","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2003","10.025","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2002","9.881","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2001","9.811","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","2000","9.654","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1999","9.461","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1998","9.440","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1997","9.345","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1996","9.303","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1995","9.208","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1994","9.109","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1993","8.958","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1992","8.949","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1991","8.925","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1990","8.872","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1989","8.914","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1988","8.871","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1987","8.865","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1986","8.807","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1985","8.763","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1984","8.692","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1983","8.603","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1982","8.516","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1981","8.444","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1980","8.325","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1979","8.241","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1978","8.290","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1977","8.278","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1976","8.247","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1975","8.130","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1974","8.003","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1973","7.788","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1972","7.562","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1971","7.407","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Other small states","OSS","1970","7.543","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2007","11.223","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2006","11.236","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2005","11.061","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2004","11.330","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2003","11.310","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2002","10.782","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2001","10.883","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","2000","10.394","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1999","10.529","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1998","10.950","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1997","10.979","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1996","10.675","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1995","10.905","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1994","10.658","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1993","10.642","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1992","10.454","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1991","10.264","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1990","10.166","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1989","10.316","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1988","10.199","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1987","10.121","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1986","9.912","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1985","10.094","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1984","10.192","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1983","10.156","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1982","10.091","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1981","9.993","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1980","10.052","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1979","10.029","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1978","9.983","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1977","10.008","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1976","9.971","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1975","9.977","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1974","9.890","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1973","9.609","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1972","9.558","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1971","9.183","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Pacific island small states","PSS","1970","8.964","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2022","17.182","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2021","17.146","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2020","17.061","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2019","17.046","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2018","16.972","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2017","17.021","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2016","16.993","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2015","17.014","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2014","17.042","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2013","17.043","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Post-demographic dividend","PST","2012","16.828","female"
